NIL,Under Armour,Under Armour UA Women's TriBase™ Reign 3 WIT Training Shoes,"12%OFF, 10%OFF, 10%OFF",$179.00,$107.40,0,https://shopee.sg/Under-Armour-UA-Women's-TriBase™-Reign-3-WIT-Training-Shoes-i.252648730.11764682536?sp_atk=c4a2a5bb-eb5d-43dc-95c7-e1514c484e15&xptdk=c4a2a5bb-eb5d-43dc-95c7-e1514c484e15,https://down-sg.img.susercontent.com/file/sg-11134201-7qvds-livgobu0cs5r41,03-08-2023
NIL,Under Armour,Under Armour UA Women's Charged Impulse 2 Knit+ Running Shoes,"12%OFF, 10%OFF, 10%OFF",$99.00,$74.25,0,https://shopee.sg/Under-Armour-UA-Women's-Charged-Impulse-2-Knit-Running-Shoes-i.252648730.10687964484?sp_atk=84af4a1b-1627-4c06-8ac1-a6957dd61da2&xptdk=84af4a1b-1627-4c06-8ac1-a6957dd61da2,https://down-sg.img.susercontent.com/file/sg-11134201-7qver-livh7hloymo9ca,03-08-2023
NIL,Under Armour,Under Armour UA Women's HOVR™ Machina 2 Colorshift Running Shoes,"12%OFF, 10%OFF, 10%OFF",$229.00,$137.40,0,https://shopee.sg/Under-Armour-UA-Women's-HOVR™-Machina-2-Colorshift-Running-Shoes-i.252648730.8822945521?sp_atk=66ed9645-9bee-40fd-8e42-6d597cef4a86&xptdk=66ed9645-9bee-40fd-8e42-6d597cef4a86,https://down-sg.img.susercontent.com/file/sg-11134201-7qvcw-livh9lbs5befd0,03-08-2023
NIL,Under Armour,Under Armour UA Women's HOVR™ Machina 2 Running Shoes,"12%OFF, 10%OFF, 10%OFF",$229.00,$137.40,0,https://shopee.sg/Under-Armour-UA-Women's-HOVR™-Machina-2-Running-Shoes-i.252648730.3581294967?sp_atk=9be3d21f-91f6-43eb-9134-3e7546c5a01e&xptdk=9be3d21f-91f6-43eb-9134-3e7546c5a01e,https://down-sg.img.susercontent.com/file/sg-11134201-7qvf6-livhg6pet89215,03-08-2023
NIL,Under Armour,Under Armour UA Women's Charged Assert 9 Running Shoes,"12%OFF, 10%OFF, 10%OFF",$79.00,$59.25,0,https://shopee.sg/Under-Armour-UA-Women's-Charged-Assert-9-Running-Shoes-i.252648730.12805431185?sp_atk=fb578434-8a7a-4205-930c-fd67e817aec9&xptdk=fb578434-8a7a-4205-930c-fd67e817aec9,https://down-sg.img.susercontent.com/file/sg-11134201-7qvfu-livh222p3bwt2a,03-08-2023
NIL,Under Armour,Under Armour UA Women's HOVR™ Infinite 3 Running Shoes,"12%OFF, 10%OFF, 10%OFF",$199.00,$119.40,0,https://shopee.sg/Under-Armour-UA-Women's-HOVR™-Infinite-3-Running-Shoes-i.252648730.8622943435?sp_atk=357e8e79-8ae6-4ae1-bcd7-71d7058ecbee&xptdk=357e8e79-8ae6-4ae1-bcd7-71d7058ecbee,https://down-sg.img.susercontent.com/file/sg-11134201-7qvda-livh9rrgqabl70,03-08-2023
NIL,Under Armour,Under Armour UA Women's TriBase™ Reign 3 Training Shoes,"12%OFF, 10%OFF, 10%OFF",$179.00,$107.40,0,https://shopee.sg/Under-Armour-UA-Women's-TriBase™-Reign-3-Training-Shoes-i.252648730.12437560142?sp_atk=70ed78f3-3602-4dd1-bdcb-9e6124ae6326&xptdk=70ed78f3-3602-4dd1-bdcb-9e6124ae6326,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdq-livh3c21sxv703,03-08-2023
NIL,Under Armour,Under Armour UA Women's HOVR™ Phantom 2 Intelli Knit Running Shoe,"12%OFF, 10%OFF, 10%OFF",$229.00,$137.40,0,https://shopee.sg/Under-Armour-UA-Women's-HOVR™-Phantom-2-Intelli-Knit-Running-Shoe-i.252648730.20459328011?sp_atk=65c5e0b0-1e7f-4ac7-8560-4a0621bf3080&xptdk=65c5e0b0-1e7f-4ac7-8560-4a0621bf3080,https://down-sg.img.susercontent.com/file/sg-11134201-7qvfa-livglngvg9flc7,03-08-2023
NIL,Under Armour,Under Armour UA Women's HOVR™ Sonic 4 Running Shoes,"12%OFF, 10%OFF, 10%OFF",$179.00,$107.40,0,https://shopee.sg/Under-Armour-UA-Women's-HOVR™-Sonic-4-Running-Shoes-i.252648730.7581192533?sp_atk=345126d5-448d-4bb9-b91d-cf2fb189b114&xptdk=345126d5-448d-4bb9-b91d-cf2fb189b114,https://down-sg.img.susercontent.com/file/sg-11134201-7qvfj-livhaq3aj7k041,03-08-2023
NIL,Under Armour,Under Armour UA Women's Flow Velociti Wind Running Shoe,"12%OFF, 10%OFF, 10%OFF",$229.00,$137.40,0,https://shopee.sg/Under-Armour-UA-Women's-Flow-Velociti-Wind-Running-Shoe-i.252648730.15903597705?sp_atk=2b8855c7-7e64-40b9-80a2-98e1b2a243a5&xptdk=2b8855c7-7e64-40b9-80a2-98e1b2a243a5,https://down-sg.img.susercontent.com/file/sg-11134201-7qvey-livgw4dpt30v7e,03-08-2023
NIL,Under Armour,Under Armour UA Women's Flow Synchronicity Street Running Shoes,"12%OFF, 10%OFF, 10%OFF",$199.00,$119.40,0,https://shopee.sg/Under-Armour-UA-Women's-Flow-Synchronicity-Street-Running-Shoes-i.252648730.21659109465?sp_atk=03854e43-cba0-4d50-8819-35770a437ad6&xptdk=03854e43-cba0-4d50-8819-35770a437ad6,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdb-livgikffv7d99e,03-08-2023
NIL,Under Armour,Under Armour UA Women's Charged Breathe Bliss Sportstyle Shoes,"12%OFF, 10%OFF, 10%OFF",$129.00,$77.40,0,https://shopee.sg/Under-Armour-UA-Women's-Charged-Breathe-Bliss-Sportstyle-Shoes-i.252648730.21059109669?sp_atk=5bdba8c0-f4fa-401f-92d9-a36640df0e71&xptdk=5bdba8c0-f4fa-401f-92d9-a36640df0e71,https://down-sg.img.susercontent.com/file/sg-11134201-7qvcs-livgjz4vnw1yd7,03-08-2023
NIL,Under Armour,Under Armour UA Women's HOVR™ Infinite 3 Running Shoe,"12%OFF, 10%OFF, 10%OFF",$199.00,$119.40,0,https://shopee.sg/Under-Armour-UA-Women's-HOVR™-Infinite-3-Running-Shoe-i.252648730.20354034152?sp_atk=c3da183f-8ff6-4dba-a3f0-1a9bb9f77def&xptdk=c3da183f-8ff6-4dba-a3f0-1a9bb9f77def,https://down-sg.img.susercontent.com/file/sg-11134201-7qvg9-livgm00v1fg341,03-08-2023
NIL,Under Armour,Under Armour UA Women's HOVR™ Machina 3 Daylight Running Shoes,"12%OFF, 10%OFF, 10%OFF",$229.00,$137.40,0,https://shopee.sg/Under-Armour-UA-Women's-HOVR™-Machina-3-Daylight-Running-Shoes-i.252648730.20159110996?sp_atk=f6b1ac04-74de-4aee-9018-887c9ba5e680&xptdk=f6b1ac04-74de-4aee-9018-887c9ba5e680,https://down-sg.img.susercontent.com/file/sg-11134201-7qve3-livgml906874be,03-08-2023
NIL,Under Armour,Under Armour UA Women's Flow Velociti SE Metallic Running Shoes,"12%OFF, 10%OFF, 10%OFF",$199.00,$119.40,0,https://shopee.sg/Under-Armour-UA-Women's-Flow-Velociti-SE-Metallic-Running-Shoes-i.252648730.19259109890?sp_atk=bd2f17bf-274a-422f-a54e-afa2ed9c8ab7&xptdk=bd2f17bf-274a-422f-a54e-afa2ed9c8ab7,https://down-sg.img.susercontent.com/file/sg-11134201-7qvf9-livgotnia0p9c7,03-08-2023
NIL,Under Armour,Under Armour  UA Women's HOVR™ Infinite 3 Running Shoes,"12%OFF, 10%OFF, 10%OFF",$199.00,$119.40,0,https://shopee.sg/Under-Armour-UA-Women's-HOVR™-Infinite-3-Running-Shoes-i.252648730.17288904723?sp_atk=eb66cd7e-4964-47f1-8dc5-1efa03cb94d5&xptdk=eb66cd7e-4964-47f1-8dc5-1efa03cb94d5,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdv-livgtiokx9mo70,03-08-2023
NIL,Under Armour,Under Armour UA Women's Flow Velociti SE Running Shoes,"12%OFF, 10%OFF, 10%OFF",$199.00,$119.40,0,https://shopee.sg/Under-Armour-UA-Women's-Flow-Velociti-SE-Running-Shoes-i.252648730.15641072151?sp_atk=bedbd90f-893d-4ce7-bc5d-3d653a7f7456&xptdk=bedbd90f-893d-4ce7-bc5d-3d653a7f7456,https://down-sg.img.susercontent.com/file/sg-11134201-7qvdq-livgwioyv2ypab,03-08-2023
NIL,Under Armour,Under Armour UA Women HOVR™ Phantom 2 INKNT Running Shoe,"12%OFF, 10%OFF, 10%OFF",$229.00,$137.40,0,https://shopee.sg/Under-Armour-UA-Women-HOVR™-Phantom-2-INKNT-Running-Shoe-i.252648730.13453341615?sp_atk=ab1ef1e3-d152-4694-9ac4-83e286d7a68a&xptdk=ab1ef1e3-d152-4694-9ac4-83e286d7a68a,https://down-sg.img.susercontent.com/file/sg-11134201-7qvej-livh05vewcw961,03-08-2023
NIL,Under Armour,Under Armour UA Women's HOVR™ MVMNT NU Sportstyle Shoes,"12%OFF, 10%OFF, 10%OFF",$159.00,$95.40,0,https://shopee.sg/Under-Armour-UA-Women's-HOVR™-MVMNT-NU-Sportstyle-Shoes-i.252648730.10664683294?sp_atk=c315d773-92ef-4fea-aea1-0217bab2b761&xptdk=c315d773-92ef-4fea-aea1-0217bab2b761,https://down-sg.img.susercontent.com/file/sg-11134201-7qvep-livh7js7rpvl78,03-08-2023
